,title,company_name,location,experience,technical_skills,rank,score,country
733,INTERN - INFORMATION MANAGEMENT (Data Visualization and Design),UNOG United Nations Office at Geneva,"Geneva, Switzerland",Non spécifié,['r'],,,Switzerland
734,Data Analyst,TieTalent,"Geneva, Switzerland",Non spécifié,"['r', 'snowflake', 'sql']",,,Switzerland
735,Senior Project Manager (MCF / Data Centres),Royal HaskoningDHV,"Zürich, Switzerland",Non spécifié,"['r', 'excel', 'git']",,,Switzerland
736,Internship data analyst,"Merck KGaA, Darmstadt, Germany","Aubonne, Switzerland",Non spécifié,"['tableau', 'r', 'excel', 'sql']",,,Switzerland
737,Cloud Data Engineer,Rec2Tech Ltd,"Zürich, Switzerland",Non spécifié,"['spark', 'azure', 'r', 'databricks', 'excel', 'sql', 'scala', 'hadoop', 'python']",,,Switzerland
738,Software Developer / Data Engineer / Co-Founder,wantex,Anywhere,Non spécifié,['r'],,,Anywhere
739,Data Science Manager,Microsoft,"Schwyz, Switzerland  (+1 other)",Non spécifié,"['r', 'scala', 'excel', 'aws']",24.,74.7,Switzerland
740,Chapter Lead - Data Strategy & Governance,dsm-firmenich,Switzerland,Non spécifié,"['r', 'excel', 'git']",,,Switzerland
741,"Document Data Migration Specialist (Student job, 50%) (m/f/x)",Straumann,"Basel, Switzerland",Non spécifié,"['r', 'excel']",,,Switzerland
742,Data Center Engineering Operations Trainee,Amazon Data Services Switzerland GmbH,"Zürich, Switzerland",Non spécifié,"['r', 'aws']",,,Switzerland
743,Product Manager - Data Services,Etops,"Cham, Switzerland",Non spécifié,"['r', 'excel']",,,Switzerland
744,INTERN - INFORMATION MANAGEMENT (Data Visualization and Design),UNOG United Nations Office at Geneva,"Geneva, Switzerland",Non spécifié,['r'],,,Switzerland
745,Cloud Architect - AWS Data Analytics,DoiT International,"Bern, Switzerland",Non spécifié,"['azure', 'gcp', 'r', 'airflow', 'nosql', 'excel', 'sql', 'aws', 'git', 'kubernetes', 'python']",,,Switzerland
746,Experienced Data Scientist: Algorithm development for sensor...,greenteg AG,"Rümlang, Switzerland",Non spécifié,"['r', 'python']",,,Switzerland
747,Data Science Director,Metyis,"Zürich, Switzerland",Non spécifié,"['tableau', 'r', 'nosql', 'excel', 'sql', 'powerbi', 'git', 'python']",,,Switzerland
748,Data Center Critical Facilities Engineer (m/f/d),Equinix,"Oberengstringen, Switzerland",Non spécifié,"['r', 'excel', 'git']",,,Switzerland
749,Master Data Specialist,Accuray,"Morges, Switzerland",Non spécifié,"['r', 'excel', 'scala']",,,Switzerland
750,Program Analytics Specialist - UpLink,World Economic Forum Geneva,Anywhere,Non spécifié,"['tableau', 'r', 'airflow', 'dataiku']",,,Anywhere
751,Group Lead Data and AI,Proclinical,"Schwyz, Switzerland",Non spécifié,"['generative ai', 'azure', 'r', 'powerbi', 'scala', 'git', 'python']",,,Switzerland
752,Senior Data Engineer,Visium SA,"Lausanne, Switzerland",Non spécifié,"['spark', 'azure', 'tableau', 'r', 'databricks', 'snowflake', 'excel', 'powerbi', 'aws', 'scala', 'python']",,,Switzerland
753,Software Engineer in Test – New Data,Nexthink,Anywhere,Non spécifié,"['r', 'jenkins', 'git', 'python']",,,Anywhere
754,Data Science Analyst,Agoda,"Zürich, Switzerland",Non spécifié,['r'],,,Switzerland
755,Software Engineer for Data Distribution (IT-SD-PDS-2023-140-GRAP),CERN,Switzerland,Non spécifié,"['r', 'aws', 'python']",,,Switzerland
756,NSTC R&D Master Trainee Data Analysts Developer,Nestle Operational Services Worldwide SA,"Orbe, Switzerland",Non spécifié,"['r', 'excel', 'sql', 'aws', 'python']",,,Switzerland
757,"Manager, Workday Data Conversion Lead",KPMG Deutschland,"Basel, Switzerland   (+34 others)",Non spécifié,"['r', 'aws']",,,Switzerland
758,Data Center Productivity Manager / Daily Operations Manager (m/f/d),CBRE,"Winterthur, Switzerland",Non spécifié,"['r', 'excel', 'git']",,,Switzerland
759,Marketing Data Scientist,EF Education First,"Zürich, Switzerland",Non spécifié,"['spark', 'r', 'sql', 'git', 'random forest', 'python']",,,Switzerland
760,Senior Data Engineer,Siren Group,Anywhere,Non spécifié,"['r', 'airflow', 'docker', 'snowflake', 'excel', 'sql', 'aws', 'scala', 'git', 'python']",,,Anywhere
761,Internship in Oncology Data Science,Novartis Pharma AG,"Basel, Switzerland",Non spécifié,"['r', 'excel']",85.,71.4,Switzerland
762,"Lead Data Scientist, Insurance Industry - BCG X",Boston Consulting Group,"Zürich, Switzerland   (+9 others)",Non spécifié,"['spark', 'r', 'scala', 'git', 'python']",,,Switzerland
763,Item Master Data Specialist,On,Switzerland,Non spécifié,"['r', 'excel']",,,Switzerland
764,Intern data analytics & program management assistant (m/w/d),CH12 Lonza AG,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
765,"Data Engineer (Lausanne, Switzerland)",Unit8 SA,Anywhere,Non spécifié,"['spark', 'azure', 'r', 'docker', 'databricks', 'aws', 'git', 'python']",,,Anywhere
766,Consultant Data Protection (m/f/d),AWK Group AG,"Bern, Switzerland   (+3 others)",Non spécifié,"['r', 'git']",,,Switzerland
767,Data Analyst (Country of deployment to be determined),IMPACT Initiatives,"Châtelaine, Switzerland",Non spécifié,"['r', 'python']",,,Switzerland
768,Data Platform Engineer,Scandit,Anywhere,Non spécifié,"['gitlab', 'gcp', 'kafka', 'tableau', 'r', 'excel', 'sql', 'aws', 'git', 'python']",,,Anywhere
769,SAP MM Functional Consultant (f/m/d) S/4 HANA Data Migration,NTT DATA  Services,"Basel, Switzerland",Non spécifié,"['r', 'excel', 'git']",,,Switzerland
770,Federation-wide Data Systems,International Federation of Red Cross and Red Crescent Societies,Switzerland,Non spécifié,"['gitlab', 'tableau', 'r', 'sql', 'git', 'python']",,,Switzerland
771,Data Scientist (Brain-Computer Interface Team),AE Studio,Anywhere,Non spécifié,"['tensorflow', 'r', 's3', 'aws', 'git', 'python']",,,Anywhere
772,Postdoctoral Researcher in Modeling Intraindividual Learning...,University of Zurich,"Zürich, Switzerland",Non spécifié,"['r', 'git', 'python']",,,Switzerland
773,Consultant Data Scientist - Forensics in Geneva,EY,"Lancy, Switzerland",Non spécifié,"['r', 'excel', 'sql', 'python']",,,Switzerland
774,IT Data Engineer,LHH,"Geneva, Switzerland",Non spécifié,"['r', 'azure', 'sql', 'spark']",,,Switzerland
775,Regional Sales Manager - 28951,Splunk,"Zürich, Switzerland  (+1 other)",Non spécifié,"['r', 'aws']",,,Switzerland
776,Data Steward (Data Operations & Analytics) - Finance field - Up to...,YourCode Recruitment,"Zürich, Switzerland",Non spécifié,"['azure', 'r', 'powerbi', 'aws', 'sql', 'python']",,,Switzerland
777,Data Engineer in Zürich (m/w/d),ROCKEN,"Zürich, Switzerland",Non spécifié,"['spark', 'kafka', 'tableau', 'r', 'docker', 'jenkins', 'excel', 'aws', 'scala', 'git', 'hadoop', 'kubernetes', 'python']",,,Switzerland
778,BI Developer / Data Visualisation Engineer (m/f/d),Coopers Group AG,Switzerland,Non spécifié,"['r', 'excel', 'powerbi']",,,Switzerland
779,Clinical Programming Lead (1 of 2 positions),Johnson & Johnson,"Allschwil, Switzerland   (+10 others)",Non spécifié,"['r', 'scala', 'sql', 'python']",,,Switzerland
780,Data scientist,Smeetz,Anywhere,Non spécifié,"['r', 'aws', 'excel', 'python']",,,Anywhere
781,App-Entwickler für Oracle Datenbank- und Data-Warehousing-Lösungen (a),Nexus,"Einsiedeln, Switzerland",Non spécifié,"['r', 'oracle', 'sql']",,,Switzerland
782,(Senior) Data Analyst,TieTalent,"Geneva, Switzerland",Non spécifié,"['tableau', 'r', 'sql']",,,Switzerland
783,Data Governance Lead,On,Switzerland,Non spécifié,"['r', 'airflow', 'gcp', 'scala']",,,Switzerland
784,Software Engineer - Data,Zondax,Anywhere,Non spécifié,"['r', 'docker', 'kubernetes', 'scala']",,,Anywhere
785,Senior Data Scientist,Traveltechessentialist,Anywhere,Non spécifié,"['spark', 'r', 'scala', 'git', 'python']",,,Anywhere
786,Clinical Data Manager,Universität Zürich,"Zürich, Switzerland",Non spécifié,"['r', 'excel', 'gcp']",,,Switzerland
787,Agriculture Sustainability Specialist Data Protocols and Methodologies,Nestlé Operational Services Worldwide SA GTP,"Lausanne, Switzerland",Non spécifié,['r'],94.,71.0,Switzerland
788,Software Engineer in Test – New Data,Nexthink,"Lausanne, Switzerland",Non spécifié,"['r', 'jenkins', 'git', 'python']",,,Switzerland
789,Lead Electrical Engineer (MCF/ Data Centres),Royal HaskoningDHV,"Zürich, Switzerland",Non spécifié,"['r', 'excel', 'git']",,,Switzerland
790,SAP Data Migration,Stott and May,Switzerland,Non spécifié,['r'],,,Switzerland
791,Staff Data Engineer,Lokalise,Anywhere,Non spécifié,"['kafka', 'r', 'airflow', 'docker', 'snowflake', 'sql', 'aws', 'git', 'python']",,,Anywhere
792,Data engineer - Young graduate / Internship,Lucid Analytics AG,"Basel, Switzerland",Non spécifié,"['r', 'git', 'python']",,,Switzerland
793,SAP Master Data Governance Senior Consultant (m/f/d),AWK Group AG,"Bern, Switzerland   (+3 others)",Non spécifié,"['r', 'git']",,,Switzerland
794,MMC Data and Research Project Manager Europe,Danish Refugee Council,"Geneva, Switzerland  (+1 other)",Non spécifié,"['r', 'excel']",,,Switzerland
795,Senior Data Engineer,SGS,"Geneva, Switzerland",Non spécifié,"['r', 'git', 'azure', 'python']",,,Switzerland
796,Data Analyst (H/F),ROLEX SA,"Geneva, Switzerland",Non spécifié,"['tableau', 'r', 'snowflake', 'excel', 'sql', 'powerbi', 'python']",,,Switzerland
797,Global Data Privacy Director,IRC - The International Rescue Committee,"Geneva, Switzerland   (+2 others)",Non spécifié,"['r', 'aws']",,,Switzerland
798,"Junior Data Analyst (EMEA, remote)",Margera,Anywhere,Non spécifié,"['tableau', 'r', 'excel', 'sql', 'powerbi', 'git', 'python']",,,Anywhere
799,Claims MI Analyst,RenaissanceRe Europe AG,Anywhere,Non spécifié,"['tableau', 'r', 'sql server', 'excel', 'sql', 'powerbi', 'python']",,,Anywhere
800,"Data Analyst (100%, all genders)",Swiss International Air Lines AG,Anywhere,Non spécifié,"['tableau', 'r', 'excel', 'azure']",,,Anywhere
801,Group Lead Data & AI,Octapharma,"Schwyz, Switzerland",Non spécifié,"['generative ai', 'azure', 'r', 'excel', 'powerbi', 'scala', 'python']",,,Switzerland
802,Erfahrener und motivierter Data-Architekt,Nexus,"Freienbach, Switzerland",Non spécifié,['r'],,,Switzerland
803,Study Coordinator Data Management,Personal Genome Diagnostics,"Geneva, Switzerland   (+16 others)",Non spécifié,['r'],,,Switzerland
804,"Cloud Architect (Zurich, Switzerland)",Unit8 SA,Anywhere,Non spécifié,"['spark', 'azure', 'gcp', 'r', 'docker', 'databricks', 'aws', 'git', 'python']",,,Anywhere
805,Senior IT Application Analyst – Product Data 80 - 100% (m/f),Geberit International AG,"Rapperswil-Jona, Switzerland",Non spécifié,['r'],,,Switzerland
806,Senior IT Application Analyst - Product Data (m/f) 80 - 100%,Geberit International AG,"St. Gallen, Switzerland",Non spécifié,"['kanban', 'r', 'excel', 'azure']",,,Switzerland
807,Senior SAP BODS Developer (f/m/d) S/4 HANA Data Migration,NTT DATA Services,"Basel, Switzerland",Non spécifié,"['r', 'git']",,,Switzerland
808,Associate Data Analyst,Gartner Switzerland GmbH,"Zürich, Switzerland",Non spécifié,"['r', 'excel', 'powerbi']",,,Switzerland
809,Senior Data Engineer,Proclinical,"Solothurn, Switzerland",Non spécifié,"['spark', 'jira', 'azure', 'gcp', 'tableau', 'r', 'databricks', 'sql server', 'nosql', 'sql', 'aws', 'scala', 'elk', 'git', 'python']",,,Switzerland
810,Scienziato dei dati Previsione delle serie temporali,galaxus,"Zürich, Switzerland",Non spécifié,"['r', 'git', 'sql', 'python']",,,Switzerland
811,"Senior Data Analyst (EMEA, remote)",Margera,Anywhere,Non spécifié,"['tableau', 'r', 'excel', 'sql', 'powerbi', 'git', 'python']",,,Anywhere
812,"Data Analyst (100%, all genders)",Swiss International Air Lines AG,"Zürich, Switzerland",Non spécifié,"['tableau', 'r', 'excel', 'azure']",,,Switzerland
813,EHS Data & Hazard Communication Specialist,Roche,"Basel, Switzerland   (+5 others)",Non spécifié,"['r', 'excel', 'scala']",70.,72.1,Switzerland
814,Consultant Data Scientist - Forensics in Zurich,EY,"Zürich, Switzerland",Non spécifié,"['r', 'excel', 'sql', 'python']",,,Switzerland
815,Marketing Data Analyst Lead,Mews,Anywhere,Non spécifié,"['azure', 'r', 'databricks', 'excel', 'powerbi', 'sql', 'scala', 'python']",,,Anywhere
816,Data & Risk Analyst - Group Customer Payment Services,Richemont,"Geneva, Switzerland",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'scala', 'git', 'python']",,,Switzerland
817,Data Quality Analyst (maternity cover),VF Corporation,"Stabio, Switzerland",Non spécifié,"['r', 'excel']",,,Switzerland
818,Intern - Data Standards & Governance / Data Privacy & Sharing,1201 F. Hoffmann-La Roche AG,Anywhere,Non spécifié,"['r', 'excel']",70.,72.1,Anywhere
819,Data Architect,Helvetica Partners,Anywhere,Non spécifié,"['r', 'databricks', 'powerbi', 'python']",,,Anywhere
820,Senior Marketing Data Analyst,Remote,Anywhere,Non spécifié,"['r', 'sql']",,,Anywhere
821,(Senior) Consultant Data Strategy & Governance 80-100% (m/f/d),BearingPoint,"Geneva, Switzerland",Non spécifié,"['tableau', 'r', 'snowflake', 'powerbi']",,,Switzerland
822,"Manager, Serialization Data Operations",Bristol Myers Squibb,"Boudry, Switzerland",Non spécifié,"['r', 'excel', 'git', 'aws']",,,Switzerland
823,Principal Data Engineer,Stacklok,Anywhere,Non spécifié,"['r', 'elasticsearch', 'nosql', 'excel', 'sql', 'scala', 'kubernetes', 'python']",,,Anywhere
824,ICT Operational Engineer - Data Center,Swisscom,"Geneva, Switzerland",Non spécifié,['r'],,,Switzerland
825,SAP MDM (Senior) Berater SAP Master Data Management(m/w/d),Corporate Business Solutions,"Basel, Switzerland",Non spécifié,['r'],,,Switzerland
826,Data Analyst - E-commerce,lastminute.com,"Chiasso, Switzerland",Non spécifié,"['r', 'excel', 'git', 'aws']",,,Switzerland
827,Data Analyst Junior sur PowerBI - Entreprise internationale basée...,Academic Work,"Vevey, Switzerland",Non spécifié,"['r', 'git', 'powerbi']",,,Switzerland
828,Data Sciences Product Leader,1201 F. Hoffmann-La Roche AG,Anywhere,Non spécifié,"['r', 'excel', 'sql', 'python']",70.,72.1,Anywhere
829,"Data & Analytics, Director Analyst",Gartner Careers,"Tokyo, Japan",Non spécifié,"['r', 'excel', 'git']",,,Japan
830,Senior Data Scientist,Visa,Japan,Non spécifié,"['r', 'git', 'sql', 'python']",32.,74.1,Japan
831,Data Analyst,DOWN Dating & Hookups,Anywhere,Non spécifié,"['r', 'bigquery', 'aws', 'sql', 'dash']",,,Anywhere
832,Data Scientist - Japan,DataRobot,Anywhere,Non spécifié,"['r', 'excel', 'python']",,,Anywhere
833,V.I.E - Analytics Engineer - Tokyo,Richemont,"Tokyo, Japan",Non spécifié,"['gcp', 'r', 'excel', 'powerbi', 'sql', 'dash', 'git']",,,Japan
834,Data Engineer / Data Scientist - QuantumBlack,McKinsey & Company,"Tokyo, Japan",Non spécifié,"['r', 'excel', 'sql', 'python']",,,Japan
835,Clinical Data Manager,Michael Page,Anywhere,Non spécifié,"['r', 'excel', 'gcp']",,,Anywhere
836,Data Engineer (Senior - No Japanese Requirement),Octopus Energy,"Tokyo, Japan",Non spécifié,"['spark', 'terraform', 'r', 'airflow', 'databricks', 'pyspark', 'sql', 'aws', 'kubernetes', 'python']",,,Japan
837,Data Specialist (Recognition Services),Trax,Anywhere,Non spécifié,"['r', 'nosql', 'excel', 'sql', 'scala', 'git']",,,Anywhere
838,【AstraZeneca】※Business Level Japanese Required※【Medical】Data...,10000957 - Medical Affairs - Generic Specialist,"Minato City, Tokyo, Japan",Non spécifié,"['azure', 'r', 's3', 'aws', 'redshift', 'sas', 'python']",,,Japan
839,Full-remote! Online Data Analyst - Japanese,TELUS International AI Inc.,"Fukuoka, Japan",Non spécifié,"['r', 'git']",,,Japan
840,Sustainability Data Specialist,S&P Global,"Tokyo, Japan",Non spécifié,"['r', 'snowflake', 'excel', 'sql', 'dash']",,,Japan
841,データマシーンラーニングエンジニア/ Data Machine Learning Engineer,Robert Walters,Anywhere,Non spécifié,"['java', 'spark', 'gcp', 'kafka', 'tableau', 'r', 'docker', 'nosql', 'sql', 'aws', 'scala', 'kubernetes', 'python']",,,Anywhere
842,Senior Data Analyst - Arene SPL Data,Woven by Toyota,"Tokyo, Japan",Non spécifié,"['tableau', 'r', 'powerbi', 'sql', 'd3.js', 'dash', 'scala', 'python']",29.,74.3,Japan
843,IT Division – Data Scientist / Leader,JAC International,"Tokyo, Japan",Non spécifié,"['gcp', 'r', 'sql', 'aws', 'git']",,,Japan
844,Senior Data Engineer,Remote,Anywhere,Non spécifié,"['gitlab', 'r', 'airflow', 'jenkins', 'sql', 'scala', 'redshift', 'git', 'python']",,,Anywhere
845,Data Scientist (Lead),SmartNews,"Shibuya City, Tokyo, Japan",Non spécifié,"['r', 'airflow', 'sql', 'git', 'python']",,,Japan
846,Data Business Consultant - Data Science Consulting Department (DSCD),"Rakuten Group, Inc.",Anywhere,Non spécifié,"['r', 'llm', 'git', 'sql']",,,Anywhere
847,IT Business Consultant - Data and Analytics,BoehringerPRD,"Shinagawa City, Tokyo, Japan",Non spécifié,"['azure', 'tableau', 'r', 'sql', 'aws', 'git', 'python']",,,Japan
848,Data Analysis Infrastructure / Associate Manager / Sr. Analyst,Fidel Consulting KK,"Tokyo, Japan",Non spécifié,"['azure', 'gcp', 'tableau', 'r', 'aws', 'talend', 'powerbi', 'sql', 'git']",,,Japan
849,Entry check at foreign data center,"ALACOM CO.,LTD.","Chiba, Japan",Non spécifié,['r'],,,Japan
850,Data Architect,Cognizant Technology Solutions,"Tokyo, Japan",Non spécifié,"['tableau', 'r', 'databricks', 'snowflake', 'redshift']",,,Japan
851,"【AstraZeneca】【IDS】AI & Innovation Lead, Data, AI and Innovation...",10001230 - Associate Principal Data Architect,"Osaka, Japan",Non spécifié,"['r', 'aws', 'excel', 'scala', 'git']",,,Japan
852,データマシーンラーニングエンジニア/ Data Machine Learning Engineer,Robert Walters,Anywhere,Non spécifié,"['java', 'spark', 'gcp', 'kafka', 'tableau', 'r', 'docker', 'nosql', 'sql', 'aws', 'scala', 'kubernetes', 'python']",,,Anywhere
853,AJKK) Operation Program Management - Data Analysis/KPI Management...,Simplr,"Tokyo, Japan",Non spécifié,"['r', 'azure', 'powerbi', 'python']",,,Japan
854,Manager - Data Science,American Express,"Minato City, Tokyo, Japan",Non spécifié,"['tableau', 'r', 'aws', 'excel', 'sql', 'powerbi', 'git', 'python']",,,Japan
855,Data Scientist - BCG X,Boston Consulting Group (BCG),"Fukuoka, Japan",Non spécifié,"['spark', 'r', 'scala', 'git', 'python']",,,Japan
856,Customer Success Manager Japan,denodosl,"Tokyo, Japan",Non spécifié,"['r', 'excel', 'sql', 'scala', 'hadoop']",,,Japan
857,"Staff Data Scientist, Japan",Flatiron Health,"Tokyo, Japan",Non spécifié,"['r', 'python']",,,Japan
858,Senior Manager Data and Analytics,Adidas,Japan,Non spécifié,"['tableau', 'r', 'dash', 'sas', 'python']",17.,75.0,Japan
859,Data Center Inventory & Asset Technician,Microsoft,"Shinagawa City, Tokyo, Japan",Non spécifié,"['r', 'azure', 'scala']",24.,74.7,Japan
860,Manager - Data Marketing Consultant,Cornerstone Recruitment Japan,"Tokyo, Japan",Non spécifié,"['tableau', 'r', 'git']",,,Japan
861,Sales Development Representative - Australia,Alation,Anywhere,Non spécifié,"['r', 'excel']",,,Anywhere
862,Data Business Consultant - Data Science Consulting Department (DSCD),"Rakuten Group, Inc.",Anywhere,Non spécifié,"['r', 'llm', 'git', 'sql']",,,Anywhere
863,"Head of Data Sciences, APAC",Johnson & Johnson,Japan,Non spécifié,"['r', 'excel']",,,Japan
864,"Associate Director, Data Management","Medpace, Inc.","Tokyo, Japan",Non spécifié,['r'],,,Japan
865,Exchange Market Data Coordinator,Bloomberg,"Suginami City, Tokyo, Japan",Non spécifié,"['r', 'excel']",,,Japan
866,Data Center Customer Operations III,Equinix,"Shinagawa City, Tokyo, Japan",Non spécifié,"['r', 'llm', 'excel', 'scala', 'git']",,,Japan
867,Growth Data Scientist,Crypto.com,"Tokyo, Japan",Non spécifié,"['tableau', 'r', 'excel', 'sql', 'dash', 'git', 'python']",,,Japan
868,Data Scientist (Volunteer),Socious,Japan,Non spécifié,"['r', 'aws', 'sql', 'scala', 'sas', 'python']",,,Japan
869,Clinical Data Practice Manager - Asia,Veeva Systems,"Tokyo, Japan",Non spécifié,"['r', 'aws']",,,Japan
870,SAP BODS Consultant - Data Migration,Talpro,"Kochi, Japan",Non spécifié,"['r', 'sql server', 'excel', 'oracle', 'sql']",,,Japan
871,Business Intelligence (BI) Senior Developer,Renesas Electronics Corporation,Japan,Non spécifié,"['spark', 'azure', 'rest api', 'r', 'jenkins', 'excel', 'sql', 'azure data factory', 'git', 'sas']",,,Japan
872,"Data Annotator for AI Models | Japanese and English | Remote, Part...",RWS Group,Japan,Non spécifié,['r'],,,Japan
873,Senior Data Scientist - EH,Talisman Corporation,"153-0064, Japan",Non spécifié,"['java', 'r', 'nlp', 'mysql', 'oracle', 's3', 'sql', 'aws', 'xgboost', 'sas', 'python']",,,Japan
874,"Solutions Architect, Migrations",Snowflake,Japan,Non spécifié,"['azure', 'tableau', 'r', 'snowflake', 's3', 'sql', 'aws', 'hadoop', 'java', 'python']",,,Japan
875,Data Engineer (Senior - No Japanese Requirement),Octopus Energy,Japan,Non spécifié,"['spark', 'terraform', 'r', 'airflow', 'databricks', 'pyspark', 'sql', 'aws', 'kubernetes', 'python']",,,Japan
876,Data Marketer,VERTEX Technologies,Japan,Non spécifié,"['r', 'mysql', 'excel', 's3', 'sql', 'dash', 'redshift', 'git']",,,Japan
877,Data Visualization Expert,Vantage Point,"Tokyo, Japan",Non spécifié,"['tableau', 'r', 'excel']",,,Japan
878,IT Division – Data Scientist / Leader,JAC International,"Tokyo, Japan",Non spécifié,"['gcp', 'r', 'sql', 'aws', 'git']",,,Japan
879,NLP Data Engineer/ AI Machine Translation System/ Full-remote work,"Yaraku, Inc.",Anywhere,Non spécifié,"['r', 'nlp', 'scala']",,,Anywhere
880,"Oncology Clinical Data Manager (臨床マネージャー, NP, ナースプラクティショナー, 薬剤師...",Flatiron Health,"Tokyo, Japan",Non spécifié,"['r', 'sql', 'python']",,,Japan
881,Specialist Solutions Architect,Databricks,"Tokyo, Japan",Non spécifié,"['java', 'spark', 'azure', 'gcp', 'rest api', 'r', 'databricks', 'nosql', 'mlflow', 'excel', 'sql', 'aws', 'scala', 'hadoop', 'sas', 'python']",,,Japan
882,"[Vision Care] Senior Business Intelligence Manager, Business...",Johnson & Johnson,"Chiyoda City, Tokyo, Japan",Non spécifié,"['r', 'excel']",,,Japan
883,Part-Time Data Entry Clerk - Survey Panelist,USASJB,"Sapporo, Hokkaido, Japan",Non spécifié,"['r', 'excel', 'sas']",,,Japan
884,データセンターICTエンジニア- 東京,CBRE,"Tokyo, Japan",Non spécifié,"['r', 'excel', 'scala']",,,Japan
885,Order Processing Specialist,Acronis,"Tokyo, Japan",Non spécifié,"['r', 'excel', 'sas', 'aws']",,,Japan
886,Data Analyst- Multinational Technology Company,Michael Page,"Tokyo, Japan",Non spécifié,"['r', 'excel']",,,Japan
887,Data Management Manager,Robert Half,Anywhere,Non spécifié,"['r', 'spark', 'sql', 'python']",,,Anywhere
888,Data Engineer,Sony,Anywhere,Non spécifié,['r'],8.,75.9,Anywhere
889,Data Engineer,Sony,Anywhere,Non spécifié,['r'],8.,75.9,Anywhere
890,Solution Architect - Generative AI,JP02 NVIDIA Japan KK,Anywhere,Non spécifié,"['r', 'docker', 'llm', 'excel', 'kubernetes']",,,Anywhere
891,Associate Sales Engineer,Snowflake,"Tokyo, Japan",Non spécifié,"['r', 'snowflake', 'excel', 'sql', 'scala', 'git', 'java', 'python']",,,Japan
892,Sr. Backend Engineer　(Data Service),Synspective,"Tokyo, Japan",Non spécifié,"['r', 'gcp', 'aws']",,,Japan
893,[ISE] Database Engineer,IBM,Anywhere,Non spécifié,"['r', 'git', 'db2']",52.,72.9,Anywhere
894,Data Entry Clerk,GREATBELL HR Consultancy Services PVT LTD,"Kochi, Japan",Non spécifié,"['r', 'excel']",,,Japan
895,"Marketing Data Scientist, gTech",Google,Japan,Non spécifié,"['r', 'dash', 'sql', 'python']",31.,74.1,Japan
896,"Bloomberg Data, Localization Data Analyst, Tokyo",Bloomberg LP,"Tokyo, Japan",Non spécifié,"['r', 'excel']",,,Japan
897,"Senior Manager Master Data & Range Architecture, Concept to...",Adidas,"Shinjuku City, Tokyo, Japan",Non spécifié,"['r', 'excel']",17.,75.0,Japan
898,Data Scientist,Computer Futures,Anywhere,Non spécifié,['r'],,,Anywhere
899,Data Engineer (BI System)✦Famous Large Digital Media...,Private,"Tokyo, Japan",Non spécifié,"['spark', 'gcp', 'terraform', 'r', 's3', 'sql', 'aws', 'dash', 'git', 'hadoop', 'java', 'python']",,,Japan
900,"Associate Director, Digital Data Lead",Otsuka Pharmaceutical Co.,Anywhere,Non spécifié,"['r', 'snowflake', 'sql', 'scala', 'git']",,,Anywhere
901,Data Analyst,Computer Futures,Anywhere,Non spécifié,['r'],,,Anywhere
902,Data Center Critical Facilities IV,Equinix,"Shinagawa City, Tokyo, Japan",Non spécifié,"['r', 'llm', 'git', 'scala']",,,Japan
903,[2023] Japan – Data & Analytics Assistant Manager,L'Oréal,"Tokyo, Japan",Non spécifié,"['r', 'git']",78.,71.8,Japan
904,Data Scientist,CHANEL,"Suginami City, Tokyo, Japan",Non spécifié,"['r', 'excel', 'sql', 'python']",,,Japan
905,Enterprise Digital Specialist -Data and AI at Microsoft 東京都,Microsoft,"Tokyo, Japan",Non spécifié,"['spark', 'azure', 'tableau', 'r', 'databricks', 'sql server', 'nosql', 'azure data factory', 'mysql', 'excel', 'sql', 'aws', 'scala', 'git', 'hadoop', 'python']",24.,74.7,Japan
906,【Innovative Data Solution Company】Data Scientist,Michael Page,Anywhere,Non spécifié,['r'],,,Anywhere
907,"Director, Data Science and Advanced Analytics, Japan Tech Lead",Pfizer,"Tokyo, Japan",Non spécifié,"['spark', 'r', 'airflow', 'snowflake', 'mlflow', 'jenkins', 'aws', 'dataiku', 'scala', 'git', 'kubernetes', 'python']",,,Japan
908,Data Analyst - AI Services Supervisory Department (AISSD),"Rakuten Group, Inc.",Anywhere,Non spécifié,"['r', 'excel', 'sql', 'git', 'python']",,,Anywhere
909,Data Engineer/Data Science Engineer - AI Services Supervisory...,Rakuten,"Tokyo, Japan",Non spécifié,"['spark', 'r', 'nosql', 'excel', 'sql', 'hadoop', 'python']",,,Japan
910,Big Data Engineer,Michael Page,"Tokyo, Japan",Non spécifié,"['spark', 'kanban', 'kafka', 'r', 'airflow', 'bigquery', 'snowflake', 'jenkins', 'sql', 'scala', 'hadoop']",,,Japan
911,Customer Succes Manager - Japan,"DataRobot, Inc.",Anywhere,Non spécifié,"['r', 'excel', 'git']",,,Anywhere
912,Freelance Online Data Analyst (English and Japanese speaking) ...,Telus International AI,Anywhere,Non spécifié,"['r', 'excel', 'git']",,,Anywhere
913,Work at Home Data Entry Clerk,Toward Jobs Online,"Yokohama, Kanagawa, Japan",Non spécifié,"['r', 'excel']",,,Japan
914,"Assistant Manager Competitive Intelligence Analytics, Digital...",Adidas,Japan,Non spécifié,"['tableau', 'r', 'excel', 'sql', 'powerbi', 'dash', 'scala', 'git', 'python']",17.,75.0,Japan
